,objID,ra,dec,R_mag,r0,g_z0,u_g,g_z,g_r,g_i,r_i,r_z,petroRad_r,flags,flag_text,specObjID,z,zErr,zWarning,class,subClass,distance
202,1237670458048120047,49.382806412098,41.1655612135106,17.59375,17.19641,1.570823,1.739153,1.925562,1.005037,1.548006,0.5429688,0.9205246,3.341765,2381827801856,BAD_MOVING_FIT_CHILD PEAKS_TOO_CLOSE BAD_MOVING_FIT NODEBLEND_MOVING MOVED BINNED1 MANYPETRO NOPETRO ,1874684142839425024,0.1360217,1.578165e-05,0,GALAXY,STARFORMING,32.8649537464772
203,1237661060111074442,49.8575014176214,42.0590221014334,16.7579,16.36713,1.317836,2.314903,1.666704,1.036024,1.421198,0.3851738,0.6306801,1.221044,35219000393744,DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 INTERP CHILD ,1874760284019648512,1.270801e-05,7.734838e-06,0,STAR,K5,32.9975120248933
204,1237661059574595783,50.5904926775418,41.2415948867732,14.50663,14.15495,1.39346,2.019332,1.707438,0.9471073,1.403977,0.4568701,0.7603302,22.25575,52845546180880,DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP COSMIC_RAY NOPETRO CHILD ,1875780081306068992,0.01282975,1.224674e-05,0,GALAXY,BROADLINE,33.2490389402778
205,1237661083199079629,49.2475173645298,41.325886015873,17.59249,17.22976,1.480813,1.558619,1.804649,0.9757576,1.498127,0.5223694,0.8288918,3.375067,35255507485200,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 MANYPETRO CHILD ,1874698161612679168,0.1319474,6.372086e-06,0,GALAXY,AGN,33.403617551375
206,1237670960021176666,49.4250721764716,41.1156249507559,17.48279,17.07238,2.368811,4.474867,2.73522,1.66448,2.29166,0.6271801,1.07074,4.56327,263917420810516,PSF_FLUX_INTERP DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER BAD_MOVING_FIT BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE ,1875825711038621696,0.2197503,2.950729e-05,0,GALAXY,,33.4865810214468
207,1237661060111270035,50.4581020034618,41.9205467661767,18.15138,17.73355,0.4607608,1.388115,0.8337955,0.4099331,0.6266632,0.2167301,0.4238625,0.9899566,72092881757798416,MAYBE_CR DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 INTERP CHILD ,2698953663648393216,-0.0002358701,7.729455e-06,0,STAR,F5,33.4996690356021
208,1237670457511248499,49.8005517874171,40.9643133905101,16.17495,15.85699,1.218494,2.190695,1.50236,0.9308319,1.278913,0.3480806,0.5715284,1.585748,193617394270224,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BAD_MOVING_FIT BINNED1 INTERP CHILD ,1875802896172345344,-0.0001422495,6.996767e-06,0,STAR,K3,33.5809356278583
209,1237661060111401250,50.6822289533775,41.6290010185159,20.45706,20.06032,-1.776341,-1.43461,-1.422134,0.944788,-2.953976,-3.898764,-2.366922,3.305239,105656464048472,DEBLEND_NOPEAK DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 INTERP NOPETRO NODEBLEND CHILD BLENDED ,1874787771810342912,-0.0002478327,8.957029e-06,0,STAR,F9,33.7407128777258
210,1237661083199143948,49.2612760202228,41.2756095639857,17.60666,17.25892,1.8075,2.224884,2.11795,1.223053,1.714262,0.491209,0.8948975,3.039936,35253360922676,DEBLENDED_AT_EDGE STATIONARY BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY PEAKCENTER CHILD EDGE ,1874697062101051392,0.1343145,2.104332e-05,0,GALAXY,,33.9829513397348
211,1237661060111138987,50.1068904570071,42.070353857748,16.17444,15.74691,1.324662,1.874245,1.706353,0.9200993,1.346481,0.4263821,0.7862539,8.777655,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875898553683961856,0.01564927,1.249011e-05,0,GALAXY,BROADLINE,34.19451800318
212,1237661055281988410,50.3391547714695,41.0246258201789,15.66634,15.35761,1.270786,1.762772,1.546414,0.8491659,1.268103,0.4189367,0.6972485,10.16121,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875789976910718976,0.01820497,1.327935e-05,0,GALAXY,,34.237721371391
214,1237661055818400274,49.4600235807703,41.967594658347,13.95704,13.62627,1.481622,2.034743,1.776927,0.9647369,1.446553,0.4818163,0.8121901,17.66235,1161187627765776,DEBLEND_DEGENERATE DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 SUBTRACTED INTERP COSMIC_RAY CHILD ,1875877388085127168,0.01260253,6.160235e-06,0,GALAXY,BROADLINE,34.9051322870784
215,1237661059574071869,49.2760306599565,41.8273941676392,17.52375,17.20812,2.071716,2.247715,2.353498,1.412634,1.926338,0.5137043,0.9408646,3.316804,193583034535952,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875866667846756352,0.1742065,2.222497e-05,0,GALAXY,,35.4841714235401
217,1237661060111074655,49.9794732374551,42.1043019829603,18.07262,17.67026,0.5078288,1.330738,0.8670502,0.5260277,0.7584858,0.2324581,0.3410225,1.038343,68988043264,STATIONARY BINNED1 INTERP ,1874748739147556864,-0.0001660849,1.259017e-05,0,STAR,G2,35.5023863756264
218,1237661059574072500,49.3634825275576,41.9166021599807,14.86262,14.54443,1.462416,1.962163,1.746492,0.934885,1.386709,0.4518242,0.8116074,13.13347,35255507619856,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP COSMIC_RAY CHILD ,1875880686620010496,0.01753139,7.848814e-06,0,GALAXY,,35.6150344970243
220,1237661055282054268,50.5297471843039,41.112334284405,17.60717,17.27373,0.9573414,1.974979,1.25503,0.7979031,1.07251,0.2746067,0.4571266,1.412026,69055021640,STATIONARY BINNED1 DEBLEND_PRUNED MANYPETRO NODEBLEND BLENDED ,1875778157160720384,-4.19129e-05,8.083282e-06,0,STAR,K1,35.6179059291981
222,1237670458048119916,49.3052263592404,41.1654926559812,17.54562,17.17457,1.854683,2.074371,2.185951,1.204983,1.731142,0.5261593,0.9809685,3.597123,193585182019600,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY MOVED BINNED1 INTERP COSMIC_RAY CHILD ,1874686066984773632,0.1352471,2.046187e-05,0,GALAXY,,35.6377128673807
223,1237670457511248224,49.6135537271712,40.9712756655696,18.37314,18.05848,0.1726402,1.381266,0.4535618,0.3756752,0.4452553,0.06958008,0.07788658,7.861979,105622104313872,DEBLEND_NOPEAK DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875812516899088384,-0.0002263893,1.924504e-05,0,STAR,F5,35.8157046546737
224,1237661055281530187,49.1530003249114,41.5955682098865,17.32498,16.99794,1.900497,2.178995,2.192465,1.241671,1.773619,0.5319481,0.9507942,5.407341,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875868317114198016,0.1465144,2.834248e-05,0,GALAXY,,35.978556101503
225,1237661059574596006,50.5828639706062,41.1480558524049,15.28997,14.94442,1.214543,1.987999,1.523049,0.9137974,1.353963,0.4401655,0.609252,12.99234,193583035580432,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 SUBTRACTED INTERP CHILD ,1875778981794441216,0.01650658,1.223522e-05,0,GALAXY,,36.0726181092067
227,1237661055818400418,49.5094031203789,42.0184649487747,16.73773,16.40192,0.4542071,1.267141,0.754015,0.4998875,0.674736,0.1748486,0.2541275,1.187347,68987912192,STATIONARY BINNED1 ,1874753686949881856,4.75109e-05,9.818635e-06,0,STAR,G2,36.088738064764
228,1237661059574596781,50.620634164573,41.1817977098067,17.37785,17.02805,0.9560581,1.833467,1.268347,0.8001308,1.080767,0.2806358,0.4682159,1.127831,35191083106832,DEBLENDED_AT_EDGE DEBLENDED_AS_MOVING MOVED BINNED1 INTERP MANYPETRO CHILD ,1875768811311884288,1.048145e-05,7.451504e-06,0,STAR,K1,36.2852102443168
230,1237661083199078708,49.1790722767687,41.3248987108148,12.32921,11.95804,1.566699,1.820813,1.898073,1.037848,1.576323,0.538475,0.8602257,36.63895,193583036371220,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 SUBTRACTED NOTCHECKED SATURATED INTERP COSMIC_RAY NOPETRO CHILD EDGE ,1874695412833609728,0.01884922,8.526343e-06,0,GALAXY,STARFORMING,36.3371863267951
231,1237661083199079644,49.2134396725706,41.255767695952,15.30739,14.96337,1.228351,1.719038,1.535485,0.8464794,1.241166,0.3946867,0.6890059,12.43182,35253360132112,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP CHILD ,1874699261124306944,0.01453519,1.043886e-05,0,GALAXY,,36.4418233420657
232,1237661083199471975,50.2683354725156,40.9547157232033,15.23013,14.91515,1.413193,1.949722,1.6944,0.8856936,1.367972,0.4822788,0.8087063,9.641929,35287719874576,DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 INTERP COSMIC_RAY CHILD ,1875763313753745408,0.0149144,8.324116e-06,0,GALAXY,BROADLINE,36.51118686933
233,1237661083199079436,49.1598467942621,41.3603819153231,17.59345,17.22563,3.049234,2.706192,3.37762,1.519245,2.717966,1.198721,1.858375,1.141658,193583034531856,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP CHILD ,1874697336978958336,0.0001001927,1.019218e-05,0,STAR,M3,36.5603427165174
234,1237661083199406555,50.0216265345616,40.9062377956518,14.20008,13.88698,1.144583,1.735005,1.424113,0.7356176,1.122211,0.3865938,0.6884956,9.250538,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1874661877728962560,0.01398116,4.504746e-06,0,GALAXY,BROADLINE,36.5684585369023
235,1237661060111402196,50.7499979455199,41.6323363181993,16.95242,16.54581,1.860482,2.185713,2.223492,1.244482,1.750311,0.5058289,0.9790096,6.720034,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1874786672298715136,0.1329795,2.024555e-05,0,GALAXY,,36.7602444659184
236,1237661055818924980,50.7686625117234,41.4678934573744,16.71532,16.29125,1.629637,2.071175,2.008237,1.065496,1.587433,0.5219364,0.9427404,4.135248,35255507619856,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP COSMIC_RAY CHILD ,1874644560420825088,0.04858676,1.289695e-05,0,GALAXY,,37.0415309302146
237,1237661059574596258,50.6673686320564,41.2126523085706,14.43831,14.07937,0.568234,1.613779,0.88869,0.7567177,0.8460636,0.08934593,0.1319723,1.25901,35221147877392,DEBLENDED_AT_EDGE BAD_MOVING_FIT MOVED BINNED1 INTERP CHILD ,1875769635945605120,-6.580129e-05,7.613584e-06,0,STAR,F9,37.1238144700299
239,1237670458048119931,49.2224407532527,41.2107571670515,17.60284,17.26394,1.737206,1.927408,2.03977,1.12451,1.647514,0.5230045,0.9152603,3.471,35255507615760,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP CHILD ,1875822687381645312,0.1297812,2.007253e-05,0,GALAXY,AGN,37.3207984907497
240,1237661055818401198,49.5908758649711,42.0769970782354,16.8116,16.45724,1.115265,1.26972,1.431625,0.7243919,1.162943,0.4385509,0.7072334,4.63175,17661174088192,INTERP_CENTER STATIONARY BINNED1 INTERP MANYPETRO ,1875879312230475776,0.08103215,5.73477e-06,0,GALAXY,STARFORMING,37.3906767191743
241,1237661056355598369,50.5108666960756,41.9734820650858,14.52539,14.11097,1.464756,2.117164,1.834746,0.9790344,1.501211,0.5221767,0.8557119,12.13072,35253361446928,DEBLENDED_AT_EDGE STATIONARY BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD ,1874774302792902656,0.01902402,5.677336e-06,0,GALAXY,BROADLINE,37.4287593336698
242,1237661059574072371,49.2704224083103,41.8801243695276,17.53646,17.22329,2.477415,2.797422,2.757013,1.487082,2.275837,0.7887554,1.269932,1.222599,35255507615760,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP CHILD ,1875866118090942464,1.52504e-05,9.038277e-06,0,STAR,M1,37.4550217909146
244,1237670458048119435,49.1911195737604,41.2502476248583,16.94715,16.6041,1.824945,2.371304,2.131212,1.185606,1.720402,0.5347958,0.9456062,5.274931,193583034535952,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1874695687711516672,0.1304954,1.96307e-05,0,GALAXY,,37.4938069827008
245,1237670458048119710,49.3251842130382,41.0951629449596,17.17741,16.79142,1.823501,1.94636,2.168104,1.180946,1.765947,0.585001,0.9871578,4.206388,35289867223384,DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT MOVED BINNED1 NOPETRO NODEBLEND CHILD BLENDED ,1874684967473145856,0.1347003,1.642114e-05,0,GALAXY,STARFORMING,37.5973741620917
246,1237661056355533145,50.3919240202929,42.0448601777284,18.41097,17.98166,2.33489,2.966528,2.718166,1.542536,2.27276,0.7302246,1.175631,1.162031,123179930615896,DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER BAD_MOVING_FIT BINNED1 INTERP NODEBLEND CHILD BLENDED ,1875898003928147968,-0.0004191752,1.143296e-05,0,STAR,M0,37.6137490905553
247,1237670960021111366,49.5125281499978,40.97490581775,16.77135,16.4371,0.6968657,1.515453,0.9952774,0.6255455,0.8738499,0.2483044,0.3697319,1.598859,35219000397840,DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 INTERP COSMIC_RAY CHILD ,1874686341862680576,-0.0001066809,8.439311e-06,0,STAR,F9,37.7678318930485
248,1237661055281529331,49.1146581784357,41.6270222115943,13.82937,13.51256,1.462495,1.910803,1.745333,0.9210596,1.379619,0.458559,0.8242731,12.84191,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875869416625825792,0.01656827,5.937732e-06,0,GALAXY,BROADLINE,37.9694285068077
250,1237661121850966603,49.1608997235118,41.266242194897,17.41565,17.06656,2.129307,2.958443,2.440973,1.494253,2.043756,0.5495033,0.9467201,3.980486,52845546704916,DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 NOTCHECKED INTERP COSMIC_RAY CHILD EDGE ,1875823237137459200,0.1461723,2.190318e-05,0,GALAXY,,38.3475386581908
251,1237661122387771659,49.0938795937997,41.5585466232934,18.52437,18.20928,1.042603,2.075142,1.323902,0.7392311,0.9958954,0.2566643,0.584671,6.536575,105622104314384,DEBLEND_NOPEAK DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY MANYPETRO CHILD ,1874733345984768000,-7.768497e-05,8.071741e-06,0,STAR,K3,38.3990581021411
252,1237661056355664912,50.6918648366703,41.833089380956,15.10928,14.66758,1.374194,1.902544,1.768535,0.945322,1.405643,0.4603205,0.8232126,13.20531,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875911472945588224,0.01576234,8.908986e-06,0,GALAXY,BROADLINE,38.5213779459915
253,1237661056355533240,50.4285451333377,42.0475495498722,16.4731,16.04488,1.326364,1.859404,1.708668,0.9178696,1.392744,0.4748745,0.7907982,6.967629,35253360132112,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP CHILD ,1875911198067681280,0.01821254,1.536303e-05,0,GALAXY,BROADLINE,38.6401646615763
254,1237661056355664104,50.6836449324582,41.8512047165771,19.0059,18.56494,0.8602902,1.660572,1.253963,0.7534351,1.016186,0.2627506,0.5005283,5.390405,105622104313872,DEBLEND_NOPEAK DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1874787496932435968,-0.0002399383,8.929398e-06,0,STAR,G2,38.7561187637626
255,1237661059574596348,50.7209368086076,41.2300502890432,14.87551,14.51006,1.603257,1.824485,1.929524,0.9887037,1.565883,0.577179,0.9408207,18.12129,1301925115072528,DEBLEND_DEGENERATE PSF_FLUX_INTERP DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 INTERP COSMIC_RAY CHILD ,1875770185701419008,0.023068,1.3132e-05,0,GALAXY,STARFORMING,38.7775499646473
257,1237661055281529139,49.1546377561941,41.789265232571,15.47323,15.14341,1.482039,1.920444,1.77649,0.9497032,1.422047,0.4723434,0.826787,12.98037,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875869691503732736,0.01786711,9.709855e-06,0,GALAXY,,39.1854828191969
259,1237661056355599756,50.6136396777001,41.9375401903305,17.13341,16.72466,1.703414,2.195465,2.068342,1.105654,1.624189,0.5185356,0.9626884,3.347236,193583034531856,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP CHILD ,1874772103769647104,0.0939189,1.508933e-05,0,GALAXY,,39.2491687698182
260,1237661060111401930,50.7700694512557,41.7542798736106,14.95202,14.52391,2.300051,3.206179,2.682261,1.724278,2.412503,0.6882248,0.9579821,1.146511,52813333921808,DEBLENDED_AT_EDGE INTERP_CENTER BAD_MOVING_FIT MOVED BINNED1 INTERP CHILD ,1875910373433960448,0.0001075552,8.978011e-06,0,STAR,M0,39.6577295753175
261,1237661056355467624,50.2509863621935,42.1422681125483,14.81149,14.38684,1.465671,2.071053,1.844787,0.9868488,1.476839,0.4899902,0.8579378,8.521447,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1874767705723136000,0.01856065,5.034837e-06,0,GALAXY,BROADLINE,40.1265807567434
262,1237661083199079335,49.0848060252556,41.3322875112143,17.37789,17.00964,1.661357,2.232409,1.990122,1.119343,1.591516,0.4721737,0.870779,2.748656,35253360136240,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY PEAKCENTER CHILD ,1875833957375830016,0.1187965,1.760615e-05,0,GALAXY,,40.2662067962366
263,1237661059574071453,49.185064227473,41.8784282831725,17.95892,17.62805,0.6261535,1.352211,0.921545,0.6034603,0.820612,0.2171516,0.3180847,1.311241,35253360132112,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP CHILD ,1875869141747918848,-0.0001277083,1.129671e-05,0,STAR,F9,40.5558708039819
264,1237661056355467464,50.2143340635918,42.1656500625065,17.1863,16.76677,0.3262123,0.9560127,0.7007618,0.3734856,0.5423126,0.1688271,0.3272762,3.863254,35219000393744,DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 INTERP CHILD ,1874767980601042944,0.02307738,5.231504e-06,0,GALAXY,STARBURST,40.9399355136259
265,1237661055818399778,49.3097652974681,42.0039586126424,17.52928,17.20769,0.5428656,1.275417,0.8299828,0.5316257,0.737484,0.2058582,0.298357,1.084719,35255507619856,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP COSMIC_RAY CHILD ,1874741867199883264,1.533461e-05,9.410964e-06,0,STAR,G0,40.9884692136089
266,1237661056355533977,50.4257847531576,42.0984227637665,15.3665,14.93911,1.381358,1.843616,1.762926,0.9287949,1.391494,0.4626989,0.8341312,8.905957,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875895530026985472,0.01846567,8.291925e-06,0,GALAXY,,41.1395765237721
267,1237661055282118662,50.622745654887,41.0504450153301,14.81082,14.46986,1.591008,1.767377,1.89541,1.003204,1.565378,0.5621738,0.8922052,3.958615,105587745099796,DEBLEND_NOPEAK DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 NOTCHECKED INTERP COSMIC_RAY CHILD EDGE ,1875767436922349568,0.01680967,7.107819e-06,0,GALAXY,BROADLINE,41.2274208851291
268,1237661056355468698,50.3457694433509,42.1354449249521,17.91432,17.49104,0.4081165,1.252781,0.7860165,0.5052605,0.6734333,0.1681728,0.280756,1.250642,35255507619856,DEBLENDED_AT_EDGE STATIONARY MOVED BINNED1 INTERP COSMIC_RAY CHILD ,1874770454502205440,-0.0001330173,1.340889e-05,0,STAR,G0,41.3846632860295
269,1237661060111008081,49.7719870060151,42.1977103391592,18.89381,18.48163,1.218546,2.209063,1.586529,0.4832115,1.023191,0.5399799,1.103317,1.431664,105587744571480,DEBLEND_NOPEAK DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 INTERP NODEBLEND CHILD BLENDED ,1875862544678152192,-0.0001454824,1.050762e-05,0,STAR,F9,41.8120742809351
270,1237661060111467492,50.8756484938343,41.565798154594,16.11514,15.67768,1.572228,2.277065,1.96279,1.03977,1.504487,0.4647169,0.9230204,4.477521,35253360136464,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY NOPETRO CHILD ,1875898278806054912,0.04895718,1.006246e-05,0,GALAXY,,41.8384819394032
271,1237661056355598960,50.6945934204297,41.9412303787257,16.10706,15.67375,1.151814,2.217302,1.538662,0.8013039,1.242857,0.4415531,0.7373581,8.987879,35253361709076,DEBLENDED_AT_EDGE STATIONARY BINNED1 SUBTRACTED NOTCHECKED INTERP COSMIC_RAY CHILD EDGE ,1874783098885924864,0.02058976,1.268085e-05,0,GALAXY,,42.2070177234088
272,1237670457511182781,49.7058490785794,40.8275889370729,14.90032,14.57872,1.334998,1.862329,1.62212,0.8580294,1.284183,0.4261532,0.7640905,14.80651,1161153268289552,DEBLEND_DEGENERATE DEBLENDED_AT_EDGE STATIONARY BINNED1 SUBTRACTED SATURATED INTERP COSMIC_RAY CHILD ,1874659403827800064,0.01977851,8.626764e-06,0,GALAXY,,42.5448017712488
273,1237670458048118944,49.112658441068,41.1802159335769,15.15598,14.82518,1.249696,1.778517,1.545025,0.8192692,1.251318,0.4320488,0.7257557,13.51986,35287719874904,DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 INTERP COSMIC_RAY NOPETRO NODEBLEND CHILD BLENDED ,1874697611856865280,0.01497664,1.222687e-05,0,GALAXY,BROADLINE,42.5472646569221
274,1237670960021111003,49.4702754784142,40.8972443909435,16.15599,15.82822,1.369814,1.933783,1.662439,0.8691101,1.303921,0.4348106,0.7933292,9.145608,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875804545439787008,0.02100546,1.29259e-05,0,GALAXY,,42.7540894582927
275,1237661121850967050,49.0570287880535,41.2620576087679,17.93994,17.59509,0.617041,1.447832,0.9249191,0.6446686,0.9045029,0.2598343,0.2802505,2.140222,35259802451984,DEBLENDED_AT_EDGE STATIONARY DEBLENDED_AS_MOVING MOVED BINNED1 CHILD ,1875836431276992512,-9.85079e-05,1.171217e-05,0,STAR,F9,42.7874140569209
276,1237661055281529789,49.0197507763859,41.6848470319683,18.36659,18.06781,1.59445,2.352808,1.861197,1.146175,1.596228,0.4500523,0.7150211,1.256427,35219000263256,DEBLENDED_AT_EDGE BAD_MOVING_FIT BINNED1 MANYPETRO NODEBLEND CHILD BLENDED ,1875858146631641088,-0.0003939318,8.237582e-06,0,STAR,K5,42.8482487216383
277,1237661083199537291,50.3661499660058,40.8722375533118,15.5615,15.22909,1.064133,1.305347,1.360902,0.6856804,1.102632,0.4169512,0.6752214,8.341092,35287720661520,DEBLENDED_AT_EDGE STATIONARY BAD_MOVING_FIT BINNED1 NOTCHECKED SATURATED INTERP COSMIC_RAY MANYPETRO CHILD ,1875771560090953728,0.05205443,6.633152e-06,0,GALAXY,STARBURST,42.8623046323215
278,1237661056355599831,50.6769649197897,41.975853538663,18.52508,18.09444,2.128749,2.634863,2.51321,1.616327,2.106291,0.4899635,0.896883,2.566889,263953926193168,PSF_FLUX_INTERP DEBLEND_NOPEAK DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY MOVED BINNED1 INTERP CHILD ,1874772378647554048,-0.0001006268,8.58302e-06,0,STAR,K5,42.8911032686396
279,1237661056355401949,49.9894351197685,42.2278508405121,17.1269,16.71561,0.4715876,1.385868,0.8387814,0.5444279,0.7944069,0.249979,0.2943535,1.427747,35253360132112,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP CHILD ,1874747364758022144,-3.809013e-05,8.681184e-06,0,STAR,F9,42.9275332232886
280,1237661083199013391,49.0021741137901,41.4080470071518,15.50514,15.14414,1.074904,1.792715,1.397194,1.081118,1.371136,0.2900181,0.3160763,1.227944,193550822277168,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER BAD_MOVING_FIT MOVED BINNED1 INTERP PEAKCENTER CHILD ,1874707507461515264,-5.574445e-05,6.937621e-06,0,STAR,K3,42.9352774959979
281,1237670959484240407,49.85597818686,40.7991907590042,16.30753,15.99527,1.721606,1.517757,2.000384,0.8778858,1.592501,0.7146149,1.122499,1.784902,1286474037330504,DEBLEND_DEGENERATE PSF_FLUX_INTERP INTERP_CENTER BAD_MOVING_FIT_CHILD BAD_MOVING_FIT NODEBLEND_MOVING MOVED BINNED1 DEBLEND_PRUNED INTERP MANYPETRO NODEBLEND BLENDED ,2698807428601899008,-2.982143e-05,8.321401e-06,0,STAR,M1,43.0301635366501
283,1237661059574006613,49.1251846652232,41.8848529640606,17.48358,17.13314,1.930246,2.349323,2.243109,1.251408,1.780048,0.5286407,0.9917011,3.753959,193583034531856,PSF_FLUX_INTERP DEBLENDED_AT_EDGE INTERP_CENTER STATIONARY BINNED1 INTERP CHILD ,1875867217602570240,0.1339912,2.364775e-05,0,GALAXY,,43.034410538996
285,1237661059574007211,49.2359089369141,41.9963304584024,27.06348,26.72954,1.091456,-3.799187,1.389593,-2.617714,-0.1638699,2.453844,4.007307,2.970022,457465858756880,TOO_FEW_GOOD_DETECTIONS PSF_FLUX_INTERP DEBLENDED_AT_EDGE STATIONARY BINNED1 DEBLENDED_AS_PSF INTERP COSMIC_RAY NOPETRO CHILD ,2721437851853023232,-0.003955113,0.0005056004,5,STAR,L4,43.0443683605627
286,1237661055818335697,49.3339087242848,42.067375286885,18.13881,17.81364,1.206254,1.918421,1.496563,0.8803711,1.273054,0.392683,0.6161919,1.290912,35221147746320,DEBLENDED_AT_EDGE BAD_MOVING_FIT MOVED BINNED1 CHILD ,1874741042566162432,-4.474738e-05,8.983217e-06,0,STAR,K5,43.0983746679468
287,1237661083199473010,50.2187891416578,40.8218377553388,16.5511,16.21135,1.605177,2.048006,1.908499,1.053564,1.509945,0.4563808,0.8549347,4.992988,35253361185040,DEBLENDED_AT_EDGE STATIONARY BINNED1 SUBTRACTED INTERP COSMIC_RAY NOPETRO CHILD ,1874649508223150080,0.08529358,1.265203e-05,0,GALAXY,,43.2580995999881
288,1237661056355730682,50.8726973633063,41.7251217520325,17.06355,16.61825,1.295138,2.169674,1.692694,1.007315,1.35305,0.3457355,0.685379,1.331662,158398663492352,PSF_FLUX_INTERP INTERP_CENTER STATIONARY BINNED1 SUBTRACTED INTERP MANYPETRO NOPETRO ,1874787222054529024,-6.33028e-05,7.615338e-06,0,STAR,K3,43.4394332755919
289,1237661083199538263,50.4410055155298,40.8919141993069,16.74638,16.41858,1.634374,2.015545,1.927032,1.068163,1.543236,0.4750729,0.8588696,4.078538,35253360136208,DEBLENDED_AT_EDGE STATIONARY BINNED1 INTERP COSMIC_RAY CHILD ,1875776233015371776,0.0990391,1.526924e-05,0,GALAXY,,43.4402882778211
